store_id,market_id
4e62ef3e34c3922e68f90b9358f8be0b,3.0
16fa2b0294e410b2551c3bf6965c0853,2.0
e16e74a63567ecb44ade5c87002bb1d9,3.0
b0b1d24f68e3d6a9f855e424c4f0c9b6,5.0
29263a8cf61fb9addf5629769fac92b7,6.0
b427426b8acd2c2e53827970f2c2f526,1.0
0e080857e96278e6dba76ac029faf291,1.0
ab38e9193c5e03752556a0a238ed5080,3.0
9e6a921fbc428b5638b3986e365d4f21,6.0
99f0e91e4f90ecc1c3bdee598eadca30,3.0
907372450aa412b4647b9b8a64967f71,1.0
534488729ab74ff059356cb58c9907ef,4.0
1680829293f2a8541efa2647a0290f88,3.0
c1b70d965ca504aa751ddb62ad69c63f,6.0
9b10a919ddeb07e103dc05ff523afe38,3.0
367c78ec0bb6fe9b859d3475bafaf891,5.0
859b755563f548d008f936906a959c8f,3.0
86a08a8cd53357d3fb437a6810af55cc,1.0
82aafca3e03771835c2e1acb19fde2d4,3.0
64f1f27bf1b4ec22924fd0acb550c235,2.0
d51b416788b6ee70eb0c381c06efc9f1,4.0
4053e4891648aa5d0bd54fe6f4beb464,3.0
f0668dd2cb48679009e0e7bfd122b7a9,6.0
f4b31bee138ff5f7b84ce1575a738f95,6.0
effffa8deef3c927fefc014850129bb6,1.0
5bd53571b97884635d13910db49626bc,1.0
30d0da315d9888b7d7df6dfcb59d40e8,5.0
a5585a4d4b12277fee5cad0880611bc6,6.0
cab8961422e0f17f3795d82388e9204b,6.0
4cba8b40e26654975d5ed2256eeba2e2,3.0
24cceab7ffc1118f5daaace13c670885,6.0
1437751a77305a0c4c8d44127bd8c285,1.0
20ba7f85c05c5e5b75abced9ece67ac9,3.0
05311655a15b75fab86956663e1819cd,1.0
63923f49e5241343aa7acb6a06a751e7,2.0
b7ae8fecf15b8b6c3c69eceae636d203,3.0
3eb71f6293a2a31f3569e10af6552658,1.0
1ddfa4ccdcea53130b500eaabb190e4b,6.0
2d38b498e789c44636473f095a6070ac,3.0
12fb63ba1566cb03484e1e5e290a73f4,3.0
70cf1f7eb14c9f52277f07e84a2775f3,3.0
4bfc7637274e584b7752e3fd7bd275e7,2.0
30de9ece7cf3790c8c39ccff1a044209,4.0
87a6f9a7b759a6d0282612c014a33b0c,4.0
2ac2406e835bd49c70469acae337d292,4.0
050553d40196ef109fff37cbb40aaf28,3.0
ac27b77292582bc293a51055bfc994ee,5.0
b7046757c3682a28c5bf2024e57678a0,3.0
a9e18cb5dd9d3ab420946fa19ebbbf52,6.0
882735cbdfd9f810814d17892ae50023,3.0
c4ef9c39b300931b69a36fb3dbb8d60e,6.0
c24cd76e1ce41366a4bbe8a49b02a028,2.0
b7892fb3c2f009c65f686f6355c895b5,4.0
ccb1d45fb76f7c5a0bf619f979c6cf36,2.0
456ac9b0d15a8b7f1e71073221059886,4.0
ddba48fbf653b9fb30d6992ccc821c9d,1.0
ca75910166da03ff9d4655a0338e6b09,1.0
283085d30e10513624c8cece7993f4de,1.0
e6e713296627dff6475085cc6a224464,1.0
ab0fe664c6f53269bb8882b81b54430d,3.0
aba3b6fd5d186d28e06ff97135cade7f,1.0
133ab5ec088e124c430f41b7413bcdb0,5.0
d3391ca3a0c6b2d227920e8fb5ece40b,3.0
b327c02ddad53e2fbb1c163884ae837f,3.0
b54a39e62236c79ee0536b932f6e76b3,3.0
109f08ce8c30365b3040d1284390101e,1.0
7b5ad0c52e58076e34f393efe9019ed2,2.0
db0cf003e7db9592288d809665cfeb2a,3.0
7d0c5dcce206d1a180df48ebcbd42e33,3.0
f60ce002e5182e7b99a8a59b6d865a12,3.0
103303dd56a731e377d01f6a37badae3,6.0
2d405554509c46dd9e6bd1162c9cfb60,6.0
b2ea5e977c5fc1ccfa74171a9723dd61,2.0
21e60123a3a0df92f391f66b1e51903a,5.0
cc8090c4d2791cdd9cd2cb3c24296190,6.0
1af762c872080b066c4cd5ec1663ba91,5.0
5bf25b785406666d02272cf9cf0b9445,3.0
110e71dd8e23f87f715956349fdd0fd7,5.0
5631e6ee59a4175cd06c305840562ff3,3.0
512c5cad6c37edb98ae91c8a76c3a291,1.0
b4288d9c0ec0a1841b3b3728321e7088,1.0
c0bf581dc5c2abecaf2385d8845f0c91,6.0
bb96ff7f5c9505fd971126ecd171bec2,4.0
146017373d58c750fab8341254cf6c16,3.0
2425ad56cc45acbd2fc44f149d69a9b8,3.0
54a367d629152b720749e187b3eaa11b,4.0
2be8328f41144106f7144802f2367487,1.0
f233bf906d15979bcfaa5b92367fbdb3,3.0
49856ed476ad01fcff881d57e161d73f,3.0
d8ab1a52f058358b947cdf8261b5e1a2,6.0
2be1f64cae97e3767efd3c0bef7b0779,1.0
ef7d30fd7f6763d2c0c53229b27de2de,3.0
06524331e2c63c0ed3479bf1be85ce3b,5.0
a1a3170911eaa82c07fccbcbdf61f6bb,5.0
abdf6bdb7570e8f9d4338f84bd169130,1.0
e4baa6e2182735b091d8ebe8534bb6cf,3.0
30293457191c29e0d0d7a715d26041bd,6.0
2fdddc426480d46ce18affae5e455c82,3.0
e74c628e8a9447441934d999bfc2474d,6.0
6f942b9867c5426a14f5841ece172b18,3.0
e4b868e56d6409924b97560bf2758cd2,3.0
dc07e93076253017193100356d788742,3.0
596dedf4498e258e4bdc9fd70df9a859,4.0
a8a12a71805851cf6052a8eaa344dbff,5.0
e4da3b7fbbce2345d7772b0674a318d5,4.0
26d4b4313a7e5828856bc0791fca39a2,3.0
a368b0de8b91cfb3f91892fbf1ebd4b2,1.0
c61aed648da48aa3893fb3eaadd88a7f,1.0
659b7b42e9c002ce0075077cd55a1623,1.0
6c81c83c4bd0b58850495f603ab45a93,1.0
1755c118e8859eb000eb6eca25369407,1.0
ba5c3f4a30be3d00671fa6b2a06e5154,3.0
eb46c61f91aab8c2b002b288485fc118,5.0
a8166da05c5a094f7dc03724b41886e5,1.0
64f9b0cfaa9edf06b7acf81405583cb6,2.0
fa393b662023edc37bd15563ac2c2167,2.0
cb2b01a7f6fb5da3ed42be4fcf80e4be,3.0
7ef605fc8dba5425d6965fbd4c8fbe1f,2.0
742141ceda6b8f6786609d31c8ef129f,6.0
4b730bb369f87ad369fde0ffbf74a3c2,1.0
18b56cded3b3905ae2b151d1c7fe54ce,2.0
3bde05f97317b69f96bc27dc22b3f0d9,6.0
0aff028f25c8fe99cfb354019e09ffb2,5.0
873be0705c80679f2c71fbf4d872df59,2.0
4a8423d5e91fda00bb7e46540e2b0cf1,1.0
87063c3b3376e86a570c9b34334cda1c,3.0
7dcd340d84f762eba80aa538b0c527f7,1.0
2f58929950c0c51f338ad911e492ec8e,3.0
4b04a686b0ad13dce35fa99fa4161c65,4.0
c7aa952887ba7e5c61905abd5cbfbb0c,6.0
8859a81bd114df94d9f432350c934f4a,5.0
3dcaf04c357c577a857f3ffadc555f9b,4.0
e7dfca01f394755c11f853602cb2608a,1.0
2c60e40b399dc55d8b755ec6b5d09f8a,3.0
7e90c4b14a5e2e62f0323f94b6db015e,5.0
7f7fc17485016b50781712c529de1df4,3.0
5ef99d16d1954578b0df2f38b866449b,1.0
eb55e369affa90f77dd7dc9e2cd33b16,1.0
66705064b387572428517e38ae23e019,1.0
5fc7c9bd1fcb12799f02da8adfa4954f,2.0
85137246c8103963068cfe72b4c44e3e,1.0
a7780f0c5145542ff82747b10d2ed8af,3.0
c5866e93cab1776890fe343c9e7063fb,2.0
525b8410cc8612283c9ecaf9a319f8ed,1.0
4fbe073f17f161810fdf3dab1307b30f,1.0
3d2c3ec9b0b199a105b514368ca8a8db,3.0
7c590f01490190db0ed02a5070e20f01,1.0
ad6bf3efd234fc87c76f3158c2a973df,4.0
301af7614f87909bb1649e27087db4af,3.0
a02ffd91ece5e7efeb46db8f10a74059,2.0
0f3c5d0c3666eec8cd311bec6d878915,4.0
2c78174142e326ca62fc0c16d828a2fe,1.0
151c79acb52fe49af21cff6035b13cf3,6.0
09a7ae5955da82295abd34ba63761291,1.0
b82e68e6366d4177332acdf3fa4d1e3a,6.0
d77e68596c15c53c2a33ad143739902d,5.0
3ba889650589407203d06949bdf6983d,2.0
dc2885225cbcb517bfea1ae528f56428,1.0
42d7110a5ec9d651adf7642d58579a22,3.0
3d773b5ce67533d1b5b52d9b57936860,2.0
d4df7b6239c425d8cc897411ef11abe7,5.0
fb3deea8bff8902a6a092a4b532b4a68,3.0
c170720310dba87cccbaebd83ea6ace9,1.0
c2c2a04512b35d13102459f8784f1a2d,1.0
a714ec6796f638ba4d5792f78dccd134,1.0
5c71dd758876eed351796c7cd2e56a54,2.0
5fa260f9aef5c32cc0ddf4934f058bdf,6.0
feab05aa91085b7a8012516bc3533958,1.0
e896db75d35788e14104e4eb490e725b,3.0
7a2347d96752880e3d58d72e9813cc14,6.0
2aac3124e77bcbfd5d0033a31ada2f55,3.0
4f6efc6c35919c6eae28fdcf790fc974,3.0
798d1c2813cbdf8bcdb388db0e32d496,3.0
78b73d22a1920ea41999e0d9290ce7d1,3.0
069654d5ce089c13f642d19f09a3d1c0,4.0
8fbf752a03d27d94c949ca816b453196,3.0
649a34787d84055f5480b9ff3e67af65,3.0
6c3cf77d52820cd0fe646d38bc2145ca,4.0
0ffaca95e3e5242ba1097ad8a9a6e95d,1.0
c7f8c3389808949f179b1ebe4dd99cef,5.0
87682805257e619d49b8e0dfdc14affa,1.0
f57d2659f5b158b7991336a1bff47024,3.0
840348ae33163924c1d29fd2c22faf13,3.0
f6027eaa23d8c01cf1717ad410d1d657,6.0
84e8ce7870f0eecd843366582bb95a28,3.0
0736e8d5f3581a125a2e9872c3dfbca2,3.0
7de32147a4f1055bed9e4faf3485a84d,1.0
6c524f9d5d7027454a783c841250ba71,2.0
273cfc835c96d80d6f1f254d6a8f0ffa,5.0
f571b230f35658c8bd8c6348021e0b53,6.0
fdbe012e2e11314b96402b32c0df26b7,6.0
d073bb8d0c47f317dd39de9c9f004e9d,6.0
ca50333df78f2f7bd42ac688af0af3e9,3.0
4639475d6782a08c1e964f9a4329a254,3.0
cd4bb35c75ba84b4f39e547b1416fd35,4.0
144c3b4225a9a22590d2e9b5392007a4,5.0
906f101975a14177b22cb707a76c211d,3.0
fe2b952bd6b9030970b3866b328bd9c7,1.0
3798003c3d078a7b4fd1f33843a2e5c0,1.0
80ef6a7e213de4ec82a410e1ee31b422,1.0
6e07b8256ccd2356be4cc9c07fc5e739,5.0
1b5230e3ea6d7123847ad55a1e06fffd,1.0
c37a21223db1cda645af1264df751f7f,1.0
55a7cf9c71f1c9c495413f934dd1a158,4.0
f94215585a022843cdb2260dd0055694,6.0
2f46b9c859dfc08b8cdeb961418d126d,3.0
d1fe173d08e959397adf34b1d77e88d7,4.0
70e3af92f42d99d5d3022a6e968393ff,3.0
7840486d157118e50c7ec204618abb3f,2.0
7a7acdc3dfc8102141368e4c51f7dd3e,5.0
32609807394d8cca2b23a6d9a75ccedd,5.0
e1696007be4eefb81b1a1d39ce48681b,2.0
fa99ccdbea597263a88f27075bd6eb49,5.0
50784df47ba8c34a673fbdf3bea1b942,1.0
f827b5406c7aa5b4fe10062ae06a137b,3.0
0d98b597aa732aea606bde680c3b57d8,1.0
fccb60fb512d13df5083790d64c4d5dd,2.0
4b4edc2630fe75800ddc29a7b4070add,1.0
8c66bb19847dd8c21413c5c8c9d68306,6.0
dabd8d2ce74e782c65a973ef76fd540b,1.0
d0bed3a3e689d20f4f3fd0b5eecd2d4b,6.0
e024a97d9de60d7f9ea098651934a7df,1.0
1ecfb463472ec9115b10c292ef8bc986,1.0
794288f252f45d35735a13853e605939,6.0
091bc5440296cc0e41dd60ce22fbaf88,1.0
5d75b942ab4bd730bc2e819df9c9a4b5,3.0
ee39e503b6bedf0c98c388b7e8589aca,2.0
60b2149f6bafd1cc9d505496f09160ba,1.0
0e55666a4ad822e0e34299df3591d979,1.0
53c04118df112c13a8c34b38343b9c10,1.0
e4a86b0d7bf4c46d7d550a92b0b2fcae,3.0
36222948d5ac949bd725f62f1d1bd796,3.0
c902b497eb972281fb5b4e206db38ee6,4.0
f80476be1013db988be6d5ecbe74f053,3.0
1d304d9c141c271cd60a9cb5ac5e862b,5.0
c57abe86de4e516e12dfa386053fbfe2,4.0
4b5b81483048c8942ed00caaa17b9535,5.0
fcf1d8d2f36c0cde8eca4b86a8fe1df8,1.0
0baa10f95ef302bf877f1f11e8ffef58,3.0
0d0fd7c6e093f7b804fa0150b875b868,4.0
0bf76a53f4021dd7bd49affd1419a2e7,1.0
314482e1c52801ef18e49cfbc1d6b284,3.0
dc88b6a16db5ef98acdee40975d9af0f,6.0
690875cea78285fe8770082c6d35d04f,5.0
00430c0c1fae276c9713ab5f21167882,1.0
6f7bc4baeb295716fa1dbbf64887fcff,3.0
3a56cc8f30a06a396fe53361b0f3553f,5.0
c1cdf86f74b3f0c805aa4895397f1400,3.0
2f55707d4193dc27118a0f19a1985716,2.0
1ef3fd934ccdc49332e769d5fe78898c,5.0
252a3dbaeb32e7690242ad3b556e626b,6.0
3c51419c5607de9699da15be1274b4a6,1.0
d34250a7e859a05bb6a18edcc70564d8,3.0
d3f06eef2ffac7faadbe3055a70682ac,2.0
784a9c5bcc529fa412b038c974aac419,1.0
1ceb3ad80c6675f705c7fef98012e9e1,3.0
92cf3f7ef90630755b955924254e6ec4,1.0
fe663a72b27bdc613873fbbb512f6f67,2.0
1f9b616faddedc02339603f3b37d196c,2.0
4d8556695c262ab91ff51a943fdd6058,4.0
86a2f353e1e6692c05fe83d6fc79cf9d,1.0
d55eaf8506f9046a88b8730781830194,1.0
c4f2c88e16a579900657c18726641c81,2.0
466accbac9a66b805ba50e42ad715740,6.0
ca4b2388198af1c3909858553f094a35,5.0
b6d1a7cca965983d426be9f927e1eb4d,4.0
9381fc93ad66f9ec4b2eef71147a6665,3.0
527bf9aab6ed58084dc0f026ab7a82cf,1.0
e10559d57b97636f684ed48d171889e8,3.0
b3116cab8fe07b8045c68492c5f43682,5.0
0ebcc77dc72360d0eb8e9504c78d38bd,1.0
3b777b775721dfa8d36de2a320a03e53,1.0
c21002f464c5fc5bee3b98ced83963b8,1.0
f58c9875ac84dfe1fbe91b918773d050,6.0
7949e456002b28988d38185bd30e77fd,1.0
e94378d015c20a82b0585c1011f97d7e,5.0
8efa2947340ebba3304c9a0374a037e7,3.0
d80b7040b773199015de6d3b4293c8ff,6.0
e720a515b9da87288d569caa68f42bc1,1.0
92c8c96e4c37100777c7190b76d28233,2.0
812b4ba287f5ee0bc9d43bbf5bbe87fb,4.0
3946bb00df4eebe135aa471d36e6ef68,1.0
88894d2a720792fb60caa22d8cbeb66d,1.0
a60b48c9d56949d618129c45511b5cad,5.0
fb580da97fdc843019c5d4609038612d,1.0
78d69f40906679a976dc4d45cebffbe6,1.0
3d3d286a8d153a4a58156d0e02d8570c,2.0
2c2c5fd01b61e3e0e687573af8f7e1fa,5.0
df0b8fb21c53254b7afa62e020447c81,2.0
a760880003e7ddedfef56acb3b09697f,2.0
a0afdf1ac166b8652ffe9dee6eac779e,1.0
753a043674f0193523abc1bbce678686,3.0
a7f592cef8b130a6967a90617db5681b,3.0
6c366534a48f3e57554bedb024240e1a,3.0
af1b5754061ebbd4412adfb34c8d3534,3.0
a3a3e8b30dd6eadfc78c77bb2b8e6b60,2.0
c6d6445d97e06d08b60853156601cf58,3.0
0a7d83f084ec258aefd128569dda03d7,3.0
7ca5eb06feca2d4d2029ef99de456a25,3.0
2b43d625fc0a0eb276c83f6530bc7f63,2.0
2387337ba1e0b0249ba90f55b2ba2521,1.0
b5d3ad899f70013367f24e0b1fa75944,1.0
ffa1e107c6469dafa0016703450e26ed,1.0
c5f03386978cf62ddb7f2f46e9bd5790,4.0
4f6312fa44a894eab0d022fce42592bf,1.0
ac3e2c4e1d4bd07fb973a2ea4d250160,5.0
158fc2ddd52ec2cf54d3c161f2dd6517,1.0
801a089759389ea9fa5f77ecc339f4be,2.0
af5afd7f7c807171981d443ad4f4f648,1.0
adf7ee2dcf142b0e11888e72b43fcb75,2.0
59f8c60b48c6ee178ca96d1e88e0460a,3.0
0ebffb73e257d1190853b416038b6d2c,3.0
9f820adf84bf8a1c259f464ba89ea11f,4.0
4e8412ad48562e3c9934f45c3e144d48,2.0
c003c81e1a36826b21e90f7e93c675d1,5.0
6c0958d82a830a02c0718147b1b565c1,6.0
a48a1b922cbd6d5d08664325afd2b1a2,6.0
0876196fce3c2b869fa5d746cded58dd,5.0
dabcff9ba10224b01fd2ce83f7d73ad6,5.0
2d7f3f6e23f7cb31f2209ab8cc8f47a4,3.0
b710915795b9e9c02cf10d6d2bdb688c,1.0
6351bf9dce654515bf1ddbd6426dfa97,1.0
d55cbf210f175f4a37916eafe6c04f0d,3.0
785cf0a5def4977e0210f07e0f925fa1,1.0
3713bdda7149579475f3734e8bd0e14a,5.0
4dd9cec1c21bc54eecb53786a2c5fa09,6.0
6107f0a7614917c3c78a74ebe45f00ca,3.0
726bd18c52afc248015dcdbc463c6f85,2.0
d2350a54d774001d6078e326b4488878,1.0
1a21d8c9bbb99bca627434dbf4b98d01,1.0
b91c0e214d2c012f44bfab098fb99a1c,3.0
fbc32e91518e668c5c8da775c9d4bf1d,6.0
28b673023e123cdefc28fd22e24c6c98,6.0
8dd291cbea8f231982db0fb1716dfc55,2.0
c20bb2d9a50d5ac1f713f8b34d9aac5a,6.0
84ca205fe6bc691c41c3bfe5a2820a15,4.0
a292685556cdeb779dbc336e83dfb3cb,1.0
6c2fdcf862a752ca2c9e49866a05e1df,5.0
b7f1f29db7c23648f2bb8d6a8ee0469b,4.0
532b7cbe070a3579f424988a040752f2,6.0
9b698eb3105bd82528f23d0c92dedfc0,1.0
a486cd07e4ac3d270571622f4f316ec5,4.0
bb36e395b063bec9205952807471e86a,2.0
a8a5d22acb383aae55937a6936e120b0,1.0
fea33a31df7d05a276193d32621ecbe4,3.0
82b8a3434904411a9fdc43ca87cee70c,1.0
d81f9c1be2e08964bf9f24b15f0e4900,2.0
335ae240cbbfb4c2ae78ecbeeb9d45b0,1.0
07a96b1f61097ccb54be14d6a47439b0,1.0
b5b8c484824d8a06f4f3d570bc420313,3.0
018dd1e07a2de4a08e6612341bf2323e,1.0
8be8d5f3dc20062b39732858ab504e2b,3.0
131654a371fe35dc9ca1f15c72f13e0e,5.0
170f22f2d331241cb0480a8c4c416dda,4.0
a8e864d04c95572d1aece099af852d0a,1.0
07042ac7d03d3b9911a00da43ce0079a,2.0
11b921ef080f7736089c757404650e40,1.0
c8ffe9a587b126f152ed3d89a146b445,4.0
5d904c056ee171ce7a126a71d7ac507d,5.0
7240b65810859cbf2a8d9f76a638c0a3,3.0
384cb854644425079baeec43aa82534f,1.0
22722a343513ed45f14905eb07621686,1.0
b8b9c74ac526fffbeb2d39ab038d1cd7,2.0
9fd98f856d3ca2086168f264a117ed7c,6.0
4c6c5a798d2e7f2e007de69322bb2359,3.0
c4df13cad905bbff4cfd811606745cd8,1.0
37cfff3c04f95b22bcf166df586cd7a9,1.0
6a508a60aa3bf9510ea6acb021c94b48,4.0
c55d22f5c88cc6f04c0bb2e0025dd70b,1.0
8d3bba7425e7c98c50f52ca1b52d3735,2.0
ea06ed6e977637a81ea9d22b3090e28a,1.0
b18e8fb514012229891cf024b6436526,1.0
fe29797ff17991c1e35eb71164d4b951,4.0
1e6e25d952a0d639b676ee20d0519ee2,1.0
ad48ef812e1189e7c488a956e7a3676c,5.0
91d0dbfd38d950cb716c4dd26c5da08a,2.0
0decd736e9cee73e63418003b47d7d56,1.0
a4b571e3226f43fe7d658ce1c92c4b40,6.0
6ae07dcb33ec3b7c814df797cbda0f87,4.0
2255538166d2e6f3c6097c2c4df4e0be,3.0
b5488aeff42889188d03c9895255cecc,1.0
7ec2442aa04c157590b2fa1a7d093a33,2.0
98afdcc1ebd85daa0f1749c5e56b9d8c,1.0
a57e40ec230ff3f9c17fadf6ae6b6577,1.0
018e3f082dfe6a493db5351abcaac5b8,6.0
fe256faf97c200de0f7486ddf56c02f6,3.0
586ee5cb5f17541372cdd7d54b6414d7,4.0
dd5c25815ea64c1c15cf6eef3ee527ea,3.0
23f1d15c461a87be388777aef426538a,3.0
44ba1d022ff64c3e9281781b13d0eef9,6.0
4af64531eeb6099df6c2643b89b2a1bc,1.0
663fd3c5144fd10bd5ca6611a9a5b92d,6.0
800103a4d112ae28491b249670a071ec,1.0
e98741479a7b998f88b8f8c9f0b6b6f1,3.0
2fe37bd25993870f5a38563dd25b1d05,6.0
9ec80d58ed3495c213848b3957cf8ea1,3.0
004a68efcee088ddeaaca5c5a3afaa2f,3.0
ec04e8ebba7e132043e5b4832e54f070,1.0
d11509055cea2caaa57bc2abe499b3e5,4.0
dd3c407bbd2567d5d793e720ca3f2da2,3.0
